Alegría-Dulantzi,id01001
Villarroya del Campo,id50294
Vistabella,id50295
"Zaida, La",id50296
Zaragoza,id50297
Zuera,id50298
Biel,id50901
Marracos,id50902
Villamayor de Gállego,id50903
Ceuta,id51001
Melilla,id52001
